customer_id,first_name,last_name,email,created_at,updated_at
5b980398-2f45-41a3-9b7b-2f72a332e173,Holly,Hurst,holly.hurst54@example.com,2025-09-20T06:37:51.147748,2025-09-20T06:37:51.147748
c7d1f8b5-a838-411e-8064-0a7e646826b7,Anthony,Turner,anthony.turner68@example.com,2025-09-20T10:03:06.120817,2025-09-20T10:03:06.120817
ec91c808-d252-4faf-b8e4-10fad36558cb,Stephen,Winters,stephen.winters11@example.com,2025-09-20T01:07:42.324380,2025-09-20T01:07:42.324380
58614965-7f81-4b14-8e17-64054d8f6031,Valerie,Branch,valerie.branch51@example.com,2025-09-20T03:50:55.747429,2025-09-20T03:50:55.747429
5f49ed9e-8b87-4826-a010-eaeed780549c,Eric,Wheeler,eric.wheeler44@example.com,2025-09-20T00:31:33.475069,2025-09-20T00:31:33.475069
3cd4e7a9-9aa4-449c-86ff-edd777966231,Marissa,Cohen,marissa.cohen77@example.com,2025-09-20T04:38:04.096784,2025-09-20T04:38:04.096784
253b611d-21d5-4480-b56e-6f1285bbe8b0,David,Moore,david.moore66@example.com,2025-09-20T12:19:25.220820,2025-09-20T12:19:25.220820
5ee8a32f-500b-43dd-b4fd-5ce62fe9a845,Matthew,Rose,matthew.rose89@example.com,2025-09-20T01:24:46.303742,2025-09-20T01:24:46.303742
560bad55-e27c-4998-b4c0-ed11cd7d60d6,Eric,Perez,eric.perez27@example.com,2025-09-19T23:19:34.904199,2025-09-19T23:19:34.904199
382fec63-29b1-4c37-885e-d4d3218217b6,Sharon,Becker,sharon.becker60@example.com,2025-09-20T05:48:14.129398,2025-09-20T05:48:14.129398
