customer_id,first_name,last_name,email,created_at,updated_at
f606c4b4-5ebb-4917-a939-69406b93ed16,Arthur,Wilson,arthur.wilson12@example.com,2025-09-17T01:29:26.699256,2025-09-17T01:29:26.699256
2e1d7529-8aee-4233-af4e-9b3f05dc404c,Amy,Rowe,amy.rowe14@example.com,2025-09-16T17:29:06.758855,2025-09-16T17:29:06.758855
e5ad3f41-af7e-486e-bcd7-28d5200eeb5a,David,Duarte,david.duarte55@example.com,2025-09-20T08:10:55.615545,2025-09-20T08:10:55.615545
4965bb7b-fd6a-4a64-bdad-97aa5aed8d54,Gina,Lewis,gina.lewis72@example.com,2025-09-16T18:00:18.588580,2025-09-16T18:00:18.588580
f8ce691e-0d8b-4cb1-aea2-808f0f414cf5,Nancy,Peters,nancy.peters75@example.com,2025-09-22T20:18:23.615864,2025-09-22T20:18:23.615864
7510bb62-84a9-4dc8-8f76-b9f5904dd4ba,Brian,Mann,brian.mann81@example.com,2025-09-20T05:33:52.108526,2025-09-20T05:33:52.108526
e39472f6-93b3-4ad4-8569-1fefaf22b522,Melissa,Gonzalez,melissa.gonzalez17@example.com,2025-09-22T07:43:52.619093,2025-09-22T07:43:52.619093
6cf3448c-8eaa-4fb3-8250-076898589cbe,Tony,Williams,tony.williams48@example.com,2025-09-21T21:46:03.751419,2025-09-21T21:46:03.751419
3a32d4ef-2c31-47e4-886b-3c6e633e66ba,Kerry,Griffith,kerry.griffith51@example.com,2025-09-20T13:42:42.373216,2025-09-20T13:42:42.373216
fe1797d9-da8b-4b06-a3cb-3e757c950fec,Denise,Reynolds,denise.reynolds10@example.com,2025-09-23T01:50:34.301295,2025-09-23T01:50:34.301295
ae2acbb3-65b5-4fb2-9dad-189930c17bc9,Tammy,Lucas,tammy.lucas23@example.com,2025-09-22T19:02:07.389143,2025-09-22T19:02:07.389143
ddba4463-0613-4c3c-b9a6-d7a2a65b773d,Matthew,Terry,matthew.terry84@example.com,2025-09-21T03:26:30.055861,2025-09-21T03:26:30.055861
24a7ab1f-cbed-4475-bab7-3a285353acf3,Jessica,Barber,jessica.barber38@example.com,2025-09-19T15:56:35.239158,2025-09-19T15:56:35.239158
2ef8750f-51dc-4940-ac9a-a14037f00676,Steven,Stevens,steven.stevens25@example.com,2025-09-19T22:27:51.309176,2025-09-19T22:27:51.309176
424bbe0a-2cc8-41f1-8f68-657b52a808d7,Kathleen,Evans,kathleen.evans38@example.com,2025-09-18T04:48:43.684507,2025-09-18T04:48:43.684507
6b04dc6c-3de7-4ff1-99c6-0dee53edf781,Michael,Hanson,michael.hanson88@example.com,2025-09-19T13:23:18.709344,2025-09-19T13:23:18.709344
